0, 0.000000, 0.474769, -3.179580, 0.121131, 0, 0, 0, 4, 0, 0
0, 0.008947, 0.466206, -3.129324, 0.138790, 0, 0, 0, 4, 0, 0
0, 0.010087, 0.526476, -3.023928, 0.176231, 0, 0, 0, 4, 0, 0
0, 0.014385, 0.466237, -3.077232, 0.157387, 0, 0, 0, 4, 0, 0
0, 0.015530, 0.524694, -2.978820, 0.195712, 0, 0, 0, 4, 0, 0
0, 0.023685, 0.501016, -2.969020, 0.231700, 0, 0, 0, 4, 0, 0
0, 0.027249, 0.530302, -2.886428, 0.227650, 0, 0, 0, 4, 0, 0
0, 0.029576, 0.491623, -2.935952, 0.213617, 0, 0, 0, 4, 0, 0
0, 0.035637, 0.511533, -2.843383, 0.246480, 0, 0, 0, 4, 0, 0
0, 0.038292, 0.527732, -2.803864, 0.255230, 0, 0, 0, 4, 0, 0
0, 0.041491, 0.505530, -2.836301, 0.275356, 0, 0, 0, 4, 0, 0
0, 0.047400, 0.514202, -2.759953, 0.275402, 0, 0, 0, 4, 0, 0
0, 0.049937, 0.480722, -2.787493, 0.254794, 0, 0, 0, 4, 0, 0
0, 0.053522, 0.517182, -2.743384, 0.301782, 0, 0, 0, 4, 0, 0
0, 0.059756, 0.521261, -2.695503, 0.319127, 0, 0, 0, 4, 0, 0
0, 0.062202, 0.491699, -2.692576, 0.286998, 0, 0, 0, 4, 0, 0
0, 0.062625, 0.543777, -2.618195, 0.314424, 0, 0, 0, 4, 0, 0
0, 0.065114, 0.521393, -2.644059, 0.334909, 0, 0, 0, 4, 0, 0
0, 0.067784, 0.495762, -2.637220, 0.305851, 0, 0, 0, 4, 0, 0
0, 0.068198, 0.543916, -2.576991, 0.328039, 0, 0, 0, 4, 0, 0
0, 0.070827, 0.528648, -2.603248, 0.344552, 0, 0, 0, 4, 0, 0
0, 0.073622, 0.497143, -2.596005, 0.314318, 0, 0, 0, 4, 0, 0
0, 0.073913, 0.544668, -2.531434, 0.339680, 0, 0, 0, 4, 0, 0
0, 0.076684, 0.529357, -2.556748, 0.354399, 0, 0, 0, 4, 0, 0
0, 0.082376, 0.539040, -2.509857, 0.371710, 0, 0, 0, 4, 0, 0
0, 0.085839, 0.547156, -2.442063, 0.367569, 0, 0, 0, 4, 0, 0
0, 0.088501, 0.525097, -2.458414, 0.360885, 0, 0, 0, 4, 0, 0
0, 0.091236, 0.504537, -2.449723, 0.353475, 0, 0, 0, 4, 0, 0
0, 0.091518, 0.545021, -2.398120, 0.375733, 0, 0, 0, 4, 0, 0
0, 0.100353, 0.540109, -2.370237, 0.395731, 0, 0, 0, 4, 0, 0
0, 0.103195, 0.514690, -2.361275, 0.372070, 0, 0, 0, 4, 0, 0
0, 0.103489, 0.556975, -2.305226, 0.394124, 0, 0, 0, 4, 0, 0
0, 0.106041, 0.542797, -2.326589, 0.408112, 0, 0, 0, 4, 0, 0
0, 0.109216, 0.515526, -2.313723, 0.383556, 0, 0, 0, 4, 0, 0
0, 0.109919, 0.556836, -2.263735, 0.403015, 0, 0, 0, 4, 0, 0
0, 0.112180, 0.549643, -2.279988, 0.416045, 0, 0, 0, 4, 0, 0
0, 0.114660, 0.519442, -2.263310, 0.392989, 0, 0, 0, 4, 0, 0
0, 0.114954, 0.559029, -2.218434, 0.412511, 0, 0, 0, 4, 0, 0
0, 0.117924, 0.555413, -2.235132, 0.423607, 0, 0, 0, 4, 0, 0
0, 0.120975, 0.522406, -2.217938, 0.400708, 0, 0, 0, 4, 0, 0
0, 0.121372, 0.558971, -2.174480, 0.421048, 0, 0, 0, 4, 0, 0
0, 0.124052, 0.555113, -2.190023, 0.431388, 0, 0, 0, 4, 0, 0
0, 0.126677, 0.541076, -2.171139, 0.436904, 0, 0, 0, 4, 0, 0
0, 0.129769, 0.554919, -2.124991, 0.425687, 0, 0, 0, 4, 0, 0
0, 0.132752, 0.532464, -2.123926, 0.417781, 0, 0, 0, 4, 0, 0
0, 0.132992, 0.544205, -2.123979, 0.442580, 0, 0, 0, 4, 0, 0
